Gimenez,84,Uruguay,Atletico Madrid,126000
Walker,84,England,Manchester City,119000
Depay,84,Netherlands,Olympique Lyonnais,119000
Perin,84,Italy,Juventus,112000
Alaba,84,Austria,FC Bayern Munchen,105000
Sommer,84,Switzerland,Borussia Monchengladbach,105000
Hradecky,84,Finland,Bayer 04 Leverkusen,91000
Matic,84,Serbia,Manchester United,105000
Fekir,84,France,Olympique Lyonnais,84000
De Vrij,84,Netherlands,Inter,105000
Thauvin,84,France,Olympique de Marseille,105000
Otamendi,84,Argentina,Manchester City,140000
Sule,84,Germany,FC Bayern Munchen,91000
Stones,83,England,Manchester City,123500
Hazard,83,Belgium,Borussia Monchengladbach,104000
Bender,83,Germany,Bayer 04 Leverkusen,71500
Lemar,83,France,Atletico Madrid,91000
Donnarumma,83,Italy,Milan,97500
Ribery,83,France,FC Bayern Munchen,97500
Keita,83,Guinea,Liverpool,84500
Robertson,83,Scotland,Liverpool,78000
Visca,83,Bosnia Herzegovina,Medipol Basaksehir FK,91000
Coman,83,France,FC Bayern Munchen,104000
Leno,83,Germany,Arsenal,110500
Tolisso,83,France,FC Bayern Munchen,91000
Casteels,83,Belgium,VfL Wolfsburg,97500
Pickford,83,England,Everton,130000
Rashford,83,England,Manchester United,104000
Kovacic,83,Croatia,Chelsea,78000
Payet,83,France,Olympique de Marseille,71500
Wijnaldum,83,Netherlands,Liverpool,123500
Barzagli,83,Italy,Juventus,123500
Acerbi,83,Italy,Lazio,78000
Sirigu,83,Italy,Torino,117000
Promes,83,Netherlands,Sevilla FC,97500
De Rossi,83,Italy,Roma,91000
Kimpembe,83,France,Paris Saint-Germain,110500
Kramaric,83,Croatia,TSG 1899 Hoffenheim,130000
Goretzka,83,Germany,FC Bayern Munchen,97500
Baumann,83,Germany,TSG 1899 Hoffenheim,71500
Carrasco,83,Belgium,Belgium,71500
Kolarov,83,Serbia,Roma,123500
Jarstein,83,Norway,Hertha BSC,78000
Romagnoli,83,Italy,Milan,78000
Dost,83,Netherlands,Sporting CP,97500
Horn,83,Germany,FC Koln,91000
Gueye,83,Senegal,Everton,78000
De Ligt,83,Netherlands,Ajax,110500
Savic,83,Montenegro,Atletico Madrid,110500
Kampl,83,Slovenia,RB Leipzig,110500
Gnabry,83,Germany,FC Bayern Munchen,123500
Hernandez,83,France,Atletico Madrid,97500
Schmeichel,83,Denmark,Leicester City,84500
Rabiot,83,France,Paris Saint-Germain,84500
Draxler,83,Germany,Paris Saint-Germain,117000
Ben Yedder,82,France,Sevilla FC,96000
Garay,82,Argentina,Valencia CF,96000
Lozano,82,Mexico,PSV,90000
Vazquez,82,Argentina,Sevilla FC,66000
Delaney,82,Denmark,Borussia Dortmund,66000
Coates,82,Uruguay,Uruguay,114000
Rugani,82,Italy,Juventus,96000
Quagliarella,82,Italy,Sampdoria,84000
Rudiger,82,Germany,Chelsea,96000
Bellarabi,82,Germany,Bayer 04 Leverkusen,90000
Biglia,82,Argentina,Milan,72000
Bakambu,82,DR Congo,Beijing Sinobo Guoan FC,78000
Vardy,82,England,Leicester City,96000
Forsberg,82,Sweden,RB Leipzig,90000
Cech,82,Czech Republic,Arsenal,108000
Gaitan,82,Argentina,Dalian YiFang FC,66000
Gulacsi,82,Hungary,RB Leipzig,96000
Arnautovic,82,Austria,West Ham United,96000
Maguire,82,England,Leicester City,108000
Mustafi,82,Germany,Arsenal,108000
Shaqiri,82,Switzerland,Liverpool,90000
De Jong,82,Netherlands,Ajax,72000
Bonaventura,82,Italy,Milan,108000
Milik,82,Poland,Napoli,66000
Sane,82,Senegal,FC Schalke 04,120000
Martinez,82,Venezuela,Atlanta United,96000
Fazio,82,Argentina,Roma,102000
Mandanda,82,France,Olympique de Marseille,108000
Kruse,82,Germany,SV Werder Bremen,78000
Consigli,82,Italy,Sassuolo,72000
Demirbay,82,Germany,TSG 1899 Hoffenheim,72000
Ramsey,82,Wales,Arsenal,78000
Pavlenka,82,Czech Republic,SV Werder Bremen,66000
Herrera,82,Mexico,Mexico,78000
Guardado,82,Mexico,Real Betis,90000
Glik,82,Poland,AS Monaco,78000
Zaha,82,Ivory Coast,Crystal Palace,114000
Henderson,82,England,Liverpool,120000
Partey,82,Ghana,Atletico Madrid,66000
Trippier,82,England,Tottenham Hotspur,102000
Lo Celso,82,Argentina,Real Betis,114000
Bernardeschi,82,Italy,Juventus,78000
Meunier,82,Belgium,Paris Saint-Germain,108000
Zielinski,82,Poland,Napoli,102000
Subasic,82,Croatia,AS Monaco,108000
Viviano,82,Italy,SPAL,120000
Corluka,82,Croatia,Lokomotiv Moscow,90000
Giovinco,82,Italy,Italy,66000
Mkhitaryan,82,Armenia,Arsenal,96000
Sigurthsson,82,Iceland,Everton,102000
Belotti,82,Italy,Torino,120000
Cillessen,82,Netherlands,FC Barcelona,96000
Fahrmann,82,Germany,FC Schalke 04,120000
Florenzi,82,Italy,Roma,78000
Haller,82,France,Eintracht Frankfurt,78000
Parolo,82,Italy,Lazio,78000
Koscielny,82,France,Arsenal,78000
Torreira,82,Uruguay,Arsenal,66000
Strakosha,82,Albania,Lazio,114000
Lenglet,82,France,FC Barcelona,108000
Strootman,82,Netherlands,Olympique de Marseille,108000
Balotelli,82,Italy,Olympique de Marseille,72000
Lecomte,82,France,Montpellier HSC,120000
Dembele,82,Belgium,Belgium,84000
Tah,82,Germany,Bayer 04 Leverkusen,78000
Giroud,82,France,Chelsea,84000
Politano,82,Italy,Inter,114000
Lingard,82,England,Manchester United,114000
Lindelof,81,Sweden,Manchester United,66000
Tadic,81,Serbia,Ajax,110000
Lamela,81,Argentina,Tottenham Hotspur,82500
Schulz,81,Germany,TSG 1899 Hoffenheim,110000
Kondogbia,81,Central African Rep.,Valencia CF,77000
Plea,81,France,Borussia Monchengladbach,99000
Xhaka,81,Switzerland,Arsenal,104500
Verdi,81,Italy,Napoli,66000
Vrsaljko,81,Croatia,Inter,77000
Corona,81,Mexico,Mexico,88000
Nastasic,81,Serbia,FC Schalke 04,99000
El Shaarawy,81,Italy,Roma,82500
Brozovic,81,Croatia,Inter,99000
Stindl,81,Germany,Borussia Monchengladbach,93500
Ilicic,81,Slovenia,Atalanta,77000
Guerreiro,81,Portugal,Borussia Dortmund,82500
Gotze,81,Germany,Borussia Dortmund,104500
Salvio,81,Argentina,SL Benfica,71500
Bender,81,Germany,Bayer 04 Leverkusen,104500
Mendy,81,France,Manchester City,77000
Havertz,81,Germany,Bayer 04 Leverkusen,99000
Akanji,81,Switzerland,Borussia Dortmund,99000
Ghoulam,81,Algeria,Napoli,66000
Vogt,81,Germany,TSG 1899 Hoffenheim,99000
Smolov,81,Russia,Lokomotiv Moscow,77000
Milner,81,England,Liverpool,82500
Sabitzer,81,Austria,RB Leipzig,99000
Lovren,81,Croatia,Liverpool,82500
Trapp,81,Germany,Eintracht Frankfurt,71500
Zaza,81,Italy,Torino,110000
Rose,81,England,Tottenham Hotspur,104500
Vela,81,Mexico,Los Angeles FC,66000
Volland,81,Germany,Bayer 04 Leverkusen,60500
Brandt,81,Germany,Bayer 04 Leverkusen,99000
Gomis,81,France,Al Hilal,93500
Bailly,81,Ivory Coast,Manchester United,71500
Ginter,81,Germany,Borussia Monchengladbach,88000
Mathieu,81,France,Sporting CP,104500
Kramer,81,Germany,Borussia Monchengladbach,88000
Howedes,81,Germany,Lokomotiv Moscow,88000
Correa,81,Argentina,Atletico Madrid,99000
Roussillon,81,France,VfL Wolfsburg,88000
Piszczek,81,Poland,Borussia Dortmund,82500
Almiron,81,Paraguay,Newcastle United,82500
Muslera,81,Uruguay,Galatasaray SK,82500
Stuani,81,Uruguay,Girona FC,88000
Bakayoko,81,France,Milan,104500
Pastore,81,Argentina,Roma,82500
Kjer,81,Denmark,Sevilla FC,66000
Bailey,81,Jamaica,Bayer 04 Leverkusen,82500
Doucoure,81,France,Watford,77000
Areola,81,France,Paris Saint-Germain,88000
Boateng,81,Ghana,FC Barcelona,60500
Ndidi,81,Nigeria,Leicester City,66000
Aranguiz,81,Chile,Bayer 04 Leverkusen,99000
Fejsa,81,Serbia,SL Benfica,77000
Fabianski,81,Poland,West Ham United,71500
Jovic,81,Serbia,Eintracht Frankfurt,71500
Marega,81,Mali,FC Porto,99000
Digne,81,France,Everton,99000
Nzonzi,81,France,Roma,104500
Tagliafico,80,Argentina,Ajax,75000
Pezzella,80,Argentina,Fiorentina,85000
Gomez,80,Uruguay,RC Celta,90000
Candreva,80,Italy,Inter,95000
Perotti,80,Argentina,Roma,65000
Smalling,80,England,Manchester United,100000
Aouar,80,France,Olympique Lyonnais,90000
Quintero,80,Colombia,Colombia,65000
Seri,80,Ivory Coast,Fulham,55000
Poulsen,80,Denmark,RB Leipzig,90000
Bacca,80,Colombia,Villarreal CF,55000
Inui,80,Japan,Deportivo Alaves,95000
Calhanoglu,80,Turkey,Milan,80000
Can,80,Germany,Juventus,90000
Gignac,80,France,Tigres U.A.N.L.,90000
Pereyra,80,Argentina,Watford,85000
Sanson,80,France,Olympique de Marseille,95000
Romero,80,Argentina,Manchester United,100000
Oxlade-Chamberlain,80,England,Liverpool,85000
Batshuayi,80,Belgium,Crystal Palace,90000
Modeste,80,France,FC Koln,60000
Rami,80,France,Olympique de Marseille,70000
Guilavogui,80,France,VfL Wolfsburg,85000
Piatti,80,Argentina,Montreal Impact,80000
Rooney,80,England,DC United,55000
Valeri,80,Argentina,Portland Timbers,65000
Lopez,80,Argentina,Racing Club,90000
Rulli,80,Argentina,Real Sociedad,70000
Kagawa,80,Japan,Besiktas JK,70000
Ulreich,80,Germany,FC Bayern Munchen,100000
Rodriguez,80,Switzerland,Milan,55000
Didavi,80,Germany,VfB Stuttgart,95000
Nkoulou,80,Cameroon,Torino,60000
Acuna,80,Argentina,Argentina,70000
Rebic,80,Croatia,Eintracht Frankfurt,85000
Dahoud,80,Germany,Borussia Dortmund,55000
Bergwijn,80,Netherlands,PSV,75000
Butland,80,England,Stoke City,80000
Criscito,80,Italy,Genoa,100000
Tatarusanu,80,Romania,FC Nantes,95000
Dier,80,England,Tottenham Hotspur,70000
Ryan,80,Australia,Brighton & Hove Albion,95000
Mascherano,80,Argentina,Hebei China Fortune FC,85000
Davies,80,Wales,Tottenham Hotspur,75000
Armani,80,Argentina,Argentina,65000
M'Vila,80,France,AS Saint-etienne,55000
Perrin,80,France,AS Saint-etienne,85000
Hysaj,80,Albania,Napoli,90000
Onana,80,Cameroon,Ajax,75000
Balbuena,80,Paraguay,West Ham United,95000
Pepe,80,Ivory Coast,LOSC Lille,65000
Yarmolenko,80,Ukraine,West Ham United,95000
Akinfeev,80,Russia,PFC CSKA Moscow,60000
Caldara,80,Italy,Milan,90000
Vida,80,Croatia,Besiktas JK,90000
Mandi,80,Algeria,Real Betis,75000
De Jong,80,Netherlands,PSV,75000
Lanzini,80,Argentina,West Ham United,55000
Ake,80,Netherlands,Bournemouth,65000
Zahavi,80,Israel,Guangzhou R&F FC,70000
Toprak,80,Turkey,Borussia Dortmund,85000
Fernandez,80,Argentina,Beijing Renhe FC,85000
Aboubakar,80,Cameroon,Cameroon,75000
Muriel,80,Colombia,Fiorentina,100000
Zoet,80,Netherlands,PSV,60000
Kaderabek,80,Czech Republic,TSG 1899 Hoffenheim,70000
Matip,80,Cameroon,Liverpool,65000
Sorrentino,80,Italy,Chievo Verona,60000
Vecino,80,Uruguay,Inter,85000
Skrtel,80,Slovakia,Fenerbahce SK,55000
Balde,80,Senegal,Inter,55000
Blind,80,Netherlands,Ajax,95000
Murillo,80,Colombia,FC Barcelona,100000
Christensen,80,Denmark,Chelsea,85000
Weigl,80,Germany,Borussia Dortmund,75000
Vaclik,80,Czech Republic,Sevilla FC,85000
Shaw,80,England,Manchester United,95000
Gameiro,80,France,Valencia CF,55000
Valbuena,80,France,Fenerbahce SK,60000
Denisov,80,Russia,Lokomotiv Moscow,80000
Stepanenko,80,Ukraine,Shakhtar Donetsk,65000
Ndombele,80,France,Olympique Lyonnais,100000
Aurier,80,Ivory Coast,Tottenham Hotspur,90000
Radu,80,Romania,Lazio,100000
Musacchio,80,Argentina,Milan,80000
Paredes,80,Argentina,Paris Saint-Germain,55000
Granqvist,80,Sweden,Sweden,75000
Birsa,80,Slovenia,Cagliari,65000
Brooks,79,United States,VfL Wolfsburg,90000
Campana,79,Uruguay,Uruguay,90000
Vanaken,79,Belgium,Club Brugge KV,85500
Hofmann,79,Germany,Borussia Monchengladbach,85500
Wass,79,Denmark,Valencia CF,62999
Alario,79,Argentina,Bayer 04 Leverkusen,90000
Cervi,79,Argentina,SL Benfica,85500
Coquelin,79,France,Valencia CF,90000
Keane,79,England,Everton,54000
Diallo,79,France,Borussia Dortmund,76500
Alexander-Arnold,79,England,Liverpool,90000
Gouweleeuw,79,Netherlands,FC Augsburg,67500
Pavard,79,France,VfB Stuttgart,85500
Foster,79,England,Watford,90000
Capoue,79,France,Watford,62999
Demme,79,Germany,RB Leipzig,76500
Lerma,79,Colombia,Bournemouth,72000
Masiello,79,Italy,Atalanta,67500
Guthmundsson,79,Iceland,Burnley,90000
Badelj,79,Croatia,Lazio,67500
Ospina,79,Colombia,Napoli,67500
Rekik,79,Netherlands,Hertha BSC,67500
Gbamin,79,Ivory Coast,FSV Mainz 05,62999
Rongier,79,France,FC Nantes,58500
Young,79,England,Manchester United,76500
Dabbur,79,Israel,FC Red Bull Salzburg,62999
Wanyama,79,Kenya,Tottenham Hotspur,54000
Mendy,79,France,Olympique Lyonnais,54000
Dendoncker,79,Belgium,Wolverhampton Wanderers,58500
Jovetic,79,Montenegro,AS Monaco,81000
Coleman,79,Republic of Ireland,Everton,81000
Valencia,79,Ecuador,Manchester United,54000
Pavon,79,Argentina,Boca Juniors,54000
Lavezzi,79,Argentina,Hebei China Fortune FC,81000
Martinez,79,Argentina,Atlanta United,76500
Karius,79,Germany,Besiktas JK,81000
Yilmaz,79,Turkey,Besiktas JK,62999
Rudy,79,Germany,FC Schalke 04,54000
Januzaj,79,Belgium,Real Sociedad,76500
Milivojevic,79,Serbia,Crystal Palace,85500
Smolnikov,79,Russia,Russia,85500
Tsygankov,79,Ukraine,Dynamo Kyiv,90000
Zappacosta,79,Italy,Chelsea,85500
Arias,79,Colombia,Atletico Madrid,90000
Marcone,79,Argentina,Boca Juniors,72000
Hubner,79,Germany,TSG 1899 Hoffenheim,76500
Kalinic,79,Croatia,Atletico Madrid,72000
Toko-Ekambi,79,Cameroon,Villarreal CF,81000
Correa,79,Argentina,Lazio,76500
Saint-Maximin,79,France,OGC Nice,76500
Ljajic,79,Serbia,Besiktas JK,72000
Rojo,79,Argentina,Manchester United,58500
Schweinsteiger,79,Germany,Chicago Fire,58500
Sancho,79,England,Borussia Dortmund,54000
Mercado,79,Argentina,Sevilla FC,90000
Kolasinac,79,Bosnia Herzegovina,Arsenal,72000
Medel,79,Chile,Besiktas JK,49500
Stambouli,79,France,FC Schalke 04,58500
Baselli,79,Italy,Torino,49500
Pizarro,79,Argentina,Tigres U.A.N.L.,85500
Wernbloom,79,Sweden,PAOK,81000
Caligiuri,79,Italy,FC Schalke 04,49500
Heaton,79,England,Burnley,76500
Kehrer,79,Germany,Paris Saint-Germain,58500
Orban,79,Hungary,RB Leipzig,72000
Eggestein,79,Germany,SV Werder Bremen,72000
Babel,79,Netherlands,Fulham,85500
Chiesa,79,Italy,Fiorentina,62999
Hasebe,79,Japan,Eintracht Frankfurt,67500
Finnbogason,79,Iceland,FC Augsburg,54000
Klaassen,79,Netherlands,SV Werder Bremen,85500
Pope,79,England,Burnley,90000
Lallana,79,England,Liverpool,81000
Nasri,79,France,West Ham United,62999
Hitz,79,Switzerland,Borussia Dortmund,62999
Sturridge,79,England,Liverpool,76500
Pellegrini,79,Italy,Roma,90000
Uth,79,Germany,FC Schalke 04,85500
Wilson,79,England,Bournemouth,67500
Clyne,79,England,Bournemouth,72000
Delph,79,England,Manchester City,85500
Tarkowski,79,England,Burnley,81000
Feddal,79,Morocco,Real Betis,85500
Belozoglu,79,Turkey,Medipol Basaksehir FK,81000
Wilshere,79,England,West Ham United,49500
Walcott,79,England,Everton,76500
Gomez,79,Germany,VfB Stuttgart,76500
Cahill,79,England,Chelsea,81000
Verbic,79,Slovenia,Dynamo Kyiv,49500
Zobnin,79,Russia,Spartak Moscow,72000
Ramirez,79,Uruguay,Sampdoria,81000
Zouma,79,France,Everton,62999
Ben Arfa,79,France,Stade Rennais FC,67500
Hernandez,79,Mexico,West Ham United,62999
Gregoritsch,79,Austria,FC Augsburg,62999
Lunev,79,Russia,Russia,76500
Tousart,79,France,Olympique Lyonnais,90000
Zapata,79,Colombia,Atalanta,90000
Dmitrovic,79,Serbia,SD Eibar,76500
Martinez,79,Argentina,Inter,58500
Kessie,79,Ivory Coast,Milan,81000
Boudebouz,79,Algeria,RC Celta,62999
Asamoah,79,Ghana,Inter,58500
Barkley,79,England,Chelsea,58500
Defour,79,Belgium,Burnley,62999
Khazri,79,Tunisia,AS Saint-etienne,85500
Dubravka,79,Slovakia,Newcastle United,72000
Belhanda,79,Morocco,Galatasaray SK,72000
Jones,79,England,Manchester United,67500
Benedetto,79,Argentina,Boca Juniors,81000
Hector,79,Germany,FC Koln,90000
Vestergaard,79,Denmark,Southampton,90000
Kalou,79,Ivory Coast,Hertha BSC,85500
Veretout,79,France,Fiorentina,90000
Berghuis,79,Netherlands,Feyenoord,58500
Winks,79,England,Tottenham Hotspur,54000
Bounou,79,Morocco,Girona FC,67500
Feghouli,79,Algeria,Galatasaray SK,49500
Pratto,79,Argentina,River Plate,85500
Sidibe,79,France,AS Monaco,67500
Costil,79,France,FC Girondins de Bordeaux,49500
Sakho,79,France,Crystal Palace,81000
Zieler,79,Germany,VfB Stuttgart,67500
Karnezis,78,Greece,Napoli,56000
Cabella,78,France,AS Saint-etienne,48000
Mitrovic,78,Serbia,Fulham,52000
Samassekou,78,Mali,FC Red Bull Salzburg,68000
Debuchy,78,France,AS Saint-etienne,64000
Lafont,78,France,Fiorentina,68000
Marusic,78,Montenegro,Lazio,68000
Bertrand,78,England,Southampton,56000
Vormer,78,Netherlands,Club Brugge KV,48000
Propper,78,Netherlands,Brighton & Hove Albion,72000
Laborde,78,France,Montpellier HSC,72000
Loftus-Cheek,78,England,Chelsea,48000
Defrel,78,France,Sampdoria,44000
Moses,78,Nigeria,Fenerbahce SK,68000
De Sciglio,78,Italy,Juventus,72000
Baier,78,Germany,FC Augsburg,72000
Under,78,Turkey,Roma,68000
Mina,78,Colombia,Everton,72000
Holebas,78,Greece,Watford,76000
Konoplyanka,78,Ukraine,FC Schalke 04,44000
Amiri,78,Germany,TSG 1899 Hoffenheim,60000
Begovic,78,Bosnia Herzegovina,Bournemouth,52000
Fajr,78,Morocco,Stade Malherbe Caen,72000
Meyer,78,Germany,Crystal Palace,72000
Hart,78,England,Burnley,68000
Traore,78,Burkina Faso,Olympique Lyonnais,80000
Maksimovic,78,Serbia,Napoli,56000
Sportiello,78,Italy,Frosinone,64000
Junuzovic,78,Austria,FC Red Bull Salzburg,72000
Arnold,78,Germany,VfL Wolfsburg,64000
Baumgartlinger,78,Austria,Bayer 04 Leverkusen,76000
Honda,78,Japan,Melbourne Victory,52000
Weghorst,78,Netherlands,VfL Wolfsburg,76000
Fortounis,78,Greece,Olympiacos CFP,76000
Diaz,78,Argentina,Boca Juniors,72000
Kostic,78,Serbia,Eintracht Frankfurt,76000
Selikhov,78,Russia,Spartak Moscow,64000
Schindler,78,Germany,Huddersfield Town,68000
Cheryshev,78,Russia,Valencia CF,80000
Laxalt,78,Uruguay,Milan,76000
Abraham,78,Argentina,Eintracht Frankfurt,68000
Hakimi,78,Morocco,Borussia Dortmund,60000
Cyprien,78,France,OGC Nice,52000
Lala,78,France,RC Strasbourg Alsace,48000
Sanabria,78,Paraguay,Genoa,64000
Denayer,78,Belgium,Olympique Lyonnais,56000
Mee,78,England,Burnley,68000
Da Costa,78,Germany,Eintracht Frankfurt,80000
Golovin,78,Russia,AS Monaco,76000
Cook,78,England,Bournemouth,44000
Aguilar,78,France,Montpellier HSC,76000
Hernandez,78,Mexico,Cruz Azul,72000
Philipp,78,Germany,Borussia Dortmund,68000
Pallois,78,France,FC Nantes,52000
Tielemans,78,Belgium,Leicester City,64000
Hinteregger,78,Austria,Eintracht Frankfurt,44000
Gradel,78,Ivory Coast,Toulouse Football Club,56000
Halstenberg,78,Germany,RB Leipzig,52000
Castro,78,Argentina,Cagliari,80000
Schwolow,78,Germany,SC Freiburg,48000
Schneiderlin,78,France,Everton,56000
Sisto,78,Denmark,RC Celta,68000
Farfan,78,Peru,Lokomotiv Moscow,48000
Vlachodimos,78,Greece,Greece,60000
Shelvey,78,England,Newcastle United,44000
Simeone,78,Argentina,Fiorentina,68000
Mooy,78,Australia,Huddersfield Town,68000
Alessandrini,78,France,LA Galaxy,64000
Lazzari,78,Italy,SPAL,48000
Bravo,78,Chile,Manchester City,76000
Dubois,78,France,Olympique Lyonnais,52000
Lees-Melou,78,France,OGC Nice,76000
Trebel,78,France,RSC Anderlecht,68000
Meza,78,Argentina,Argentina,60000
Antonio,78,England,West Ham United,64000
Pulisic,78,United States,Borussia Dortmund,52000
Pavoletti,78,Italy,Cagliari,64000
Fraser,78,Scotland,Bournemouth,64000
Olsen,78,Sweden,Roma,72000
Chilwell,78,England,Leicester City,80000
Bentaleb,78,Algeria,FC Schalke 04,64000
Djene,78,Togo,Getafe CF,68000
Lobotka,78,Slovakia,RC Celta,64000
Saponara,78,Italy,Sampdoria,80000
Cragno,78,Italy,Cagliari,80000
Sakai,78,Japan,Olympique de Marseille,56000
Van Persie,78,Netherlands,Feyenoord,80000
Bentancur,78,Uruguay,Juventus,68000
Caceres,78,Uruguay,Juventus,48000
Mojica,78,Colombia,Girona FC,44000
Al Soma,78,Syria,Al Ahli,56000
Reynet,78,France,Toulouse Football Club,72000
Mirallas,78,Belgium,Fiorentina,48000
Dzyuba,78,Russia,Russia,56000
Gomez,78,England,Liverpool,60000
Battaglia,78,Argentina,Argentina,48000
Jimenez,78,Mexico,Wolverhampton Wanderers,68000
Dunk,78,England,Brighton & Hove Albion,76000
Trossard,78,Belgium,KRC Genk,48000
Tosun,78,Turkey,Everton,60000
Bittencourt,78,Germany,TSG 1899 Hoffenheim,52000
Chiriches,78,Romania,Napoli,64000
Lemina,78,Gabon,Southampton,76000
Barella,78,Italy,Cagliari,52000
Benitez,78,Argentina,OGC Nice,48000
Barrios,78,Colombia,Colombia,48000
Kongolo,78,Netherlands,Huddersfield Town,44000
Gagliardini,78,Italy,Inter,64000
Vilhena,78,Netherlands,Feyenoord,80000
Tomkins,78,England,Crystal Palace,60000
Ginczek,78,Germany,VfL Wolfsburg,72000
Lascelles,78,England,Newcastle United,76000
Cristante,78,Italy,Roma,72000
Garcia,78,Uruguay,Godoy Cruz,72000
Kurzawa,78,France,Paris Saint-Germain,60000
Lens,78,Netherlands,Besiktas JK,44000
Carrillo,78,Peru,Peru,56000
Stark,78,Germany,Hertha BSC,44000
Boly,78,France,Wolverhampton Wanderers,52000
Calabria,78,Italy,Milan,64000
Harit,78,Morocco,FC Schalke 04,80000
Berardi,78,Italy,Sassuolo,56000
Elyounoussi,78,Norway,Southampton,80000
Izquierdoz,78,Argentina,Boca Juniors,60000
Srna,78,Croatia,Cagliari,80000
Hernandez,78,Chile,Chile,72000
Malinovskyi,78,Ukraine,KRC Genk,80000
Elvedi,78,Switzerland,Borussia Monchengladbach,76000
Iwobi,78,Nigeria,Arsenal,48000
Ortiz,77,Paraguay,Paraguay,59500
Unal,77,Turkey,Real Valladolid CF,38500
Lukaku,77,Belgium,Lazio,59500
